Tahmin Tarihi,Kurum,Analist,Format,Belge Adı,Varlık,Vade,Hedef Tarihi,Spot Fiyat,Hedef Fiyat,Analiz Tezi,Gerçekleşen Fiyat,Sapma (pip),Yön İsabeti
2026-01-19,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/GBP,+3M,2026-04-19,0.8700,0.8800,GBP İngiltere politika belirsizliğiyle baskıda,,,⏳
2026-01-19,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/GBP,+6M,2026-07-19,0.8700,0.8900,GBP İngiltere politika belirsizliğiyle baskıda,,,⏳
2026-01-19,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/GBP,+12M,2027-01-19,0.8700,0.8900,GBP İngiltere politika belirsizliğiyle baskıda,,,⏳
2026-02-17,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/GBP,+1M,2026-03-17,0.8700,0.8700,GBP zayıf; EUR/GBP yükselecek,0.8600,-100 pip (-1.15%),❌
2026-02-17,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/GBP,+3M,2026-05-17,0.8700,0.8800,GBP zayıf; EUR/GBP yükselecek,,,⏳
2026-02-17,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/GBP,+6M,2026-08-17,0.8700,0.8900,GBP zayıf; EUR/GBP yükselecek,,,⏳
2026-02-17,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/GBP,+12M,2027-02-17,0.8700,0.8900,GBP zayıf; EUR/GBP yükselecek,,,⏳
2026-03-20,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/GBP,+1M,2026-04-20,0.8600,0.8600,GBP enerji şokuyla baskıda; EUR/GBP yükseliyor,,,⏳
2026-03-20,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/GBP,+3M,2026-06-20,0.8600,0.8700,GBP enerji şokuyla baskıda; EUR/GBP yükseliyor,,,⏳
2026-03-20,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/GBP,+6M,2026-09-20,0.8600,0.8800,GBP enerji şokuyla baskıda; EUR/GBP yükseliyor,,,⏳
2026-03-20,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/GBP,+12M,2027-03-20,0.8600,0.8800,GBP enerji şokuyla baskıda; EUR/GBP yükseliyor,,,⏳
2025-06-23,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/CHF,+1M,2025-07-23,0.9400,0.9300,CHF güvenli liman talebiyle güçleniyor; EUR/CHF aşağı baskı,0.9300,0 pip (0.00%),✅
2025-06-23,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/CHF,+3M,2025-09-23,0.9400,0.9200,CHF güvenli liman talebiyle güçleniyor; EUR/CHF aşağı baskı,0.9300,100 pip (1.09%),✅
2025-06-23,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/CHF,+6M,2025-12-23,0.9400,0.9100,CHF güvenli liman talebiyle güçleniyor; EUR/CHF aşağı baskı,0.9300,200 pip (2.20%),✅
2025-06-23,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/CHF,+12M,2026-06-23,0.9400,0.9100,CHF güvenli liman talebiyle güçleniyor; EUR/CHF aşağı baskı,,,⏳
2025-07-22,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/CHF,+1M,2025-08-22,0.9300,0.9300,CHF güvenli liman talebi artıyor; EUR/CHF aşağı baskı sürecek,0.9400,100 pip (1.08%),❌
2025-07-22,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/CHF,+3M,2025-10-22,0.9300,0.9200,CHF güvenli liman talebi artıyor; EUR/CHF aşağı baskı sürecek,0.9200,0 pip (0.00%),✅
2025-07-22,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/CHF,+6M,2026-01-22,0.9300,0.9100,CHF güvenli liman talebi artıyor; EUR/CHF aşağı baskı sürecek,0.9300,200 pip (2.20%),⚠️
2025-07-22,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/CHF,+12M,2026-07-22,0.9300,0.9100,CHF güvenli liman talebi artıyor; EUR/CHF aşağı baskı sürecek,,,⏳
2025-08-19,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/CHF,+1M,2025-09-19,0.9400,0.9300,CHF güçlenme trendi devam; EUR/CHF 0.91 hedefli,0.9300,0 pip (0.00%),✅
2025-08-19,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/CHF,+3M,2025-11-19,0.9400,0.9200,CHF güçlenme trendi devam; EUR/CHF 0.91 hedefli,0.9200,0 pip (0.00%),✅
2025-08-19,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/CHF,+6M,2026-02-19,0.9400,0.9100,CHF güçlenme trendi devam; EUR/CHF 0.91 hedefli,0.9100,0 pip (0.00%),✅
2025-08-19,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/CHF,+12M,2026-08-19,0.9400,0.9100,CHF güçlenme trendi devam; EUR/CHF 0.91 hedefli,,,⏳
2025-09-19,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/CHF,+1M,2025-10-19,0.9300,0.9300,CHF güvenli liman; EUR/CHF düşüş trendi sürecek,0.9200,-100 pip (-1.08%),❌
2025-09-19,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/CHF,+3M,2025-12-19,0.9300,0.9300,CHF güvenli liman; EUR/CHF düşüş trendi sürecek,0.9300,0 pip (0.00%),✅
2025-09-19,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/CHF,+6M,2026-03-19,0.9300,0.9100,CHF güvenli liman; EUR/CHF düşüş trendi sürecek,0.9100,0 pip (0.00%),✅
2025-09-19,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/CHF,+12M,2026-09-19,0.9300,0.9100,CHF güvenli liman; EUR/CHF düşüş trendi sürecek,,,⏳
2025-10-21,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,EUR/CHF,+1M,2025-11-21,0.9200,0.9200,CHF güçleniyor; EUR/CHF düşüş trendi devam,0.9200,0 pip (0.00%),✅
2025-10-21,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,EUR/CHF,+3M,2026-01-21,0.9200,0.9200,CHF güçleniyor; EUR/CHF düşüş trendi devam,0.9300,100 pip (1.09%),❌
2025-10-21,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,EUR/CHF,+6M,2026-04-21,0.9200,0.9100,CHF güçleniyor; EUR/CHF düşüş trendi devam,,,⏳
2025-10-21,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,EUR/CHF,+12M,2026-10-21,0.9200,0.9100,CHF güçleniyor; EUR/CHF düşüş trendi devam,,,⏳
2025-11-18,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/CHF,+1M,2025-12-18,0.9200,0.9200,CHF güvenli liman talebiyle güçlü; EUR/CHF düşüş,0.9300,100 pip (1.09%),❌
2025-11-18,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/CHF,+3M,2026-02-18,0.9200,0.9200,CHF güvenli liman talebiyle güçlü; EUR/CHF düşüş,0.9100,-100 pip (-1.09%),❌
2025-11-18,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/CHF,+6M,2026-05-18,0.9200,0.9100,CHF güvenli liman talebiyle güçlü; EUR/CHF düşüş,,,⏳
2025-11-18,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/CHF,+12M,2026-11-18,0.9200,0.9100,CHF güvenli liman talebiyle güçlü; EUR/CHF düşüş,,,⏳
2025-12-19,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/CHF,+1M,2026-01-19,0.9300,0.9200,CHF güvenli liman; EUR/CHF düşmeye devam,0.9300,100 pip (1.09%),⚠️
2025-12-19,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/CHF,+3M,2026-03-19,0.9300,0.9200,CHF güvenli liman; EUR/CHF düşmeye devam,0.9100,-100 pip (-1.09%),✅
2025-12-19,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/CHF,+6M,2026-06-19,0.9300,0.9100,CHF güvenli liman; EUR/CHF düşmeye devam,,,⏳
2025-12-19,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/CHF,+12M,2026-12-19,0.9300,0.9100,CHF güvenli liman; EUR/CHF düşmeye devam,,,⏳
2026-01-19,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/CHF,+1M,2026-02-19,0.9300,0.9200,CHF güvenli liman; jeopolitik artışla güçleniyor,0.9100,-100 pip (-1.09%),✅
2026-01-19,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/CHF,+3M,2026-04-19,0.9300,0.9200,CHF güvenli liman; jeopolitik artışla güçleniyor,,,⏳
2026-01-19,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/CHF,+6M,2026-07-19,0.9300,0.9100,CHF güvenli liman; jeopolitik artışla güçleniyor,,,⏳
2026-01-19,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/CHF,+12M,2027-01-19,0.9300,0.9100,CHF güvenli liman; jeopolitik artışla güçleniyor,,,⏳
2026-02-17,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/CHF,+1M,2026-03-17,0.9100,0.9100,CHF güçlenme ivme kazandı; EUR/CHF düşüyor,0.9100,0 pip (0.00%),✅
2026-02-17,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/CHF,+3M,2026-05-17,0.9100,0.9100,CHF güçlenme ivme kazandı; EUR/CHF düşüyor,,,⏳
2026-02-17,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/CHF,+6M,2026-08-17,0.9100,0.9000,CHF güçlenme ivme kazandı; EUR/CHF düşüyor,,,⏳
2026-02-17,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/CHF,+12M,2027-02-17,0.9100,0.9000,CHF güçlenme ivme kazandı; EUR/CHF düşüyor,,,⏳
2026-03-20,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/CHF,+1M,2026-04-20,0.9100,0.9100,CHF enerji şokuna rağmen güçlü; güvenli liman,,,⏳
2026-03-20,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/CHF,+3M,2026-06-20,0.9100,0.9100,CHF enerji şokuna rağmen güçlü; güvenli liman,,,⏳
2026-03-20,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/CHF,+6M,2026-09-20,0.9100,0.9000,CHF enerji şokuna rağmen güçlü; güvenli liman,,,⏳
2026-03-20,Danske Bank,Kirstine Kundby-Nielsen,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/CHF,+12M,2027-03-20,0.9100,0.9000,CHF enerji şokuna rağmen güçlü; güvenli liman,,,⏳
2025-06-23,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/SEK,+1M,2025-07-23,11.14,11.10,Riksbank faiz indirimi SEK'i baskılayacak; İsveç büyümesi zayıf,11.21,1100 pip (0.99%),❌
2025-06-23,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/SEK,+3M,2025-09-23,11.14,11.10,Riksbank faiz indirimi SEK'i baskılayacak; İsveç büyümesi zayıf,11.03,-700 pip (-0.63%),✅
2025-06-23,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/SEK,+6M,2025-12-23,11.14,11.20,Riksbank faiz indirimi SEK'i baskılayacak; İsveç büyümesi zayıf,10.90,-3000 pip (-2.68%),❌
2025-06-23,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/SEK,+12M,2026-06-23,11.14,11.30,Riksbank faiz indirimi SEK'i baskılayacak; İsveç büyümesi zayıf,,,⏳
2025-07-22,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - USD Rebound is Temporary,EUR/SEK,+1M,2025-08-22,11.21,11.10,Enflasyon sürprizi Riksbank'ı zor durumda bıraktı; SEK'e etkisi belirsiz,11.13,300 pip (0.27%),✅
2025-07-22,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - USD Rebound is Temporary,EUR/SEK,+3M,2025-10-22,11.21,11.20,Enflasyon sürprizi Riksbank'ı zor durumda bıraktı; SEK'e etkisi belirsiz,10.97,-2300 pip (-2.05%),✅
2025-07-22,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - USD Rebound is Temporary,EUR/SEK,+6M,2026-01-22,11.21,11.30,Enflasyon sürprizi Riksbank'ı zor durumda bıraktı; SEK'e etkisi belirsiz,10.73,-5700 pip (-5.04%),❌
2025-07-22,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - USD Rebound is Temporary,EUR/SEK,+12M,2026-07-22,11.21,11.40,Enflasyon sürprizi Riksbank'ı zor durumda bıraktı; SEK'e etkisi belirsiz,,,⏳
2025-08-19,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/SEK,+1M,2025-09-19,11.13,11.10,SEK'te döngüsel ve yapısal ters rüzgarlar sürüyor; EUR/SEK yükselecek,11.03,-700 pip (-0.63%),✅
2025-08-19,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/SEK,+3M,2025-11-19,11.13,11.20,SEK'te döngüsel ve yapısal ters rüzgarlar sürüyor; EUR/SEK yükselecek,11.00,-2000 pip (-1.79%),❌
2025-08-19,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/SEK,+6M,2026-02-19,11.13,11.30,SEK'te döngüsel ve yapısal ters rüzgarlar sürüyor; EUR/SEK yükselecek,10.60,-7000 pip (-6.19%),❌
2025-08-19,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Still Negative on SEK and NOK,EUR/SEK,+12M,2026-08-19,11.13,11.40,SEK'te döngüsel ve yapısal ters rüzgarlar sürüyor; EUR/SEK yükselecek,,,⏳
2025-09-19,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/SEK,+1M,2025-10-19,11.03,11.00,İsveç ekonomisi yavaşladı; EUR/SEK taktiksel ve stratejik yükseliş potansiyeli,10.97,-300 pip (-0.27%),✅
2025-09-19,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/SEK,+3M,2025-12-19,11.03,11.20,İsveç ekonomisi yavaşladı; EUR/SEK taktiksel ve stratejik yükseliş potansiyeli,10.90,-3000 pip (-2.68%),❌
2025-09-19,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/SEK,+6M,2026-03-19,11.03,11.30,İsveç ekonomisi yavaşladı; EUR/SEK taktiksel ve stratejik yükseliş potansiyeli,10.75,-5500 pip (-4.87%),❌
2025-09-19,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,EUR/SEK,+12M,2026-09-19,11.03,11.40,İsveç ekonomisi yavaşladı; EUR/SEK taktiksel ve stratejik yükseliş potansiyeli,,,⏳
2025-10-21,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Upward Pressure on EUR/DKK,EUR/SEK,+1M,2025-11-21,10.97,11.00,Sermaye akışı dengesi SEK aleyhine; EUR/SEK yükselecek,11.00,0 pip (0.00%),✅
2025-10-21,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Upward Pressure on EUR/DKK,EUR/SEK,+3M,2026-01-21,10.97,11.20,Sermaye akışı dengesi SEK aleyhine; EUR/SEK yükselecek,10.73,-4700 pip (-4.20%),❌
2025-10-21,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Upward Pressure on EUR/DKK,EUR/SEK,+6M,2026-04-21,10.97,11.30,Sermaye akışı dengesi SEK aleyhine; EUR/SEK yükselecek,,,⏳
2025-10-21,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Upward Pressure on EUR/DKK,EUR/SEK,+12M,2026-10-21,10.97,11.40,Sermaye akışı dengesi SEK aleyhine; EUR/SEK yükselecek,,,⏳
2025-11-18,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/SEK,+1M,2025-12-18,11.00,11.00,SEK'te karışık sinyaller; Riksbank ve enflasyon çelişkisi,10.90,-1000 pip (-0.91%),❌
2025-11-18,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/SEK,+3M,2026-02-18,11.00,11.20,SEK'te karışık sinyaller; Riksbank ve enflasyon çelişkisi,10.60,-6000 pip (-5.36%),❌
2025-11-18,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/SEK,+6M,2026-05-18,11.00,11.30,SEK'te karışık sinyaller; Riksbank ve enflasyon çelişkisi,,,⏳
2025-11-18,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - USD to Weather AI Valuation Woes,EUR/SEK,+12M,2026-11-18,11.00,11.40,SEK'te karışık sinyaller; Riksbank ve enflasyon çelişkisi,,,⏳
2025-12-19,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/SEK,+1M,2026-01-19,10.90,10.90,2026'da EUR/SEK daha nötr görünüm; İsveç ekonomisi iyileşme sinyalleri,10.73,-1700 pip (-1.56%),❌
2025-12-19,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/SEK,+3M,2026-03-19,10.90,11.00,2026'da EUR/SEK daha nötr görünüm; İsveç ekonomisi iyileşme sinyalleri,10.75,-2500 pip (-2.27%),❌
2025-12-19,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/SEK,+6M,2026-06-19,10.90,11.10,2026'da EUR/SEK daha nötr görünüm; İsveç ekonomisi iyileşme sinyalleri,,,⏳
2025-12-19,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,EUR/SEK,+12M,2026-12-19,10.90,11.10,2026'da EUR/SEK daha nötr görünüm; İsveç ekonomisi iyileşme sinyalleri,,,⏳
2026-01-19,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/SEK,+1M,2026-02-19,10.73,10.80,SEK kısa vadede aşırı satıldı; toparlanma potansiyeli var,10.60,-2000 pip (-1.85%),❌
2026-01-19,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/SEK,+3M,2026-04-19,10.73,10.90,SEK kısa vadede aşırı satıldı; toparlanma potansiyeli var,,,⏳
2026-01-19,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/SEK,+6M,2026-07-19,10.73,11.00,SEK kısa vadede aşırı satıldı; toparlanma potansiyeli var,,,⏳
2026-01-19,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,EUR/SEK,+12M,2027-01-19,10.73,11.00,SEK kısa vadede aşırı satıldı; toparlanma potansiyeli var,,,⏳
2026-02-17,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/SEK,+1M,2026-03-17,10.60,10.70,SEK güçlenmesi Riksbank'ı zorluyor; kısa vade stabil,10.75,500 pip (0.47%),✅
2026-02-17,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/SEK,+3M,2026-05-17,10.60,10.80,SEK güçlenmesi Riksbank'ı zorluyor; kısa vade stabil,,,⏳
2026-02-17,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/SEK,+6M,2026-08-17,10.60,11.00,SEK güçlenmesi Riksbank'ı zorluyor; kısa vade stabil,,,⏳
2026-02-17,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,EUR/SEK,+12M,2027-02-17,10.60,11.00,SEK güçlenmesi Riksbank'ı zorluyor; kısa vade stabil,,,⏳
2026-03-20,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/SEK,+1M,2026-04-20,10.75,10.80,Jeopolitik gelişmeler ve temettü dönemi EUR/SEK'i etkiliyor,,,⏳
2026-03-20,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/SEK,+3M,2026-06-20,10.75,10.80,Jeopolitik gelişmeler ve temettü dönemi EUR/SEK'i etkiliyor,,,⏳
2026-03-20,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/SEK,+6M,2026-09-20,10.75,11.00,Jeopolitik gelişmeler ve temettü dönemi EUR/SEK'i etkiliyor,,,⏳
2026-03-20,Danske Bank,"Stefan Mellin, Jesper Fjärstedt",PDF,FX Forecast Update - Energy Shock Steers Global Repricing,EUR/SEK,+12M,2027-03-20,10.75,11.00,Jeopolitik gelişmeler ve temettü dönemi EUR/SEK'i etkiliyor,,,⏳
2025-06-23,Danske Bank,Kristoffer Kjær Lomholt,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/NOK,+1M,2025-07-23,11.64,11.70,NOK'a petrol desteği geçici; yapısal kırılganlık devam ediyor,11.88,1800 pip (1.54%),✅
2025-06-23,Danske Bank,Kristoffer Kjær Lomholt,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/NOK,+3M,2025-09-23,11.64,11.80,NOK'a petrol desteği geçici; yapısal kırılganlık devam ediyor,11.66,-1400 pip (-1.19%),✅
2025-06-23,Danske Bank,Kristoffer Kjær Lomholt,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/NOK,+6M,2025-12-23,11.64,12.00,NOK'a petrol desteği geçici; yapısal kırılganlık devam ediyor,11.93,-700 pip (-0.58%),✅
2025-06-23,Danske Bank,Kristoffer Kjær Lomholt,PDF,FX Forecast Update - NOK Remains Vulnerable,EUR/NOK,+12M,2026-06-23,11.64,12.20,NOK'a petrol desteği geçici; yapısal kırılganlık devam ediyor,,,⏳
2025-07-22,Danske Bank,Kristoffer Kjær Lomholt,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/NOK,+1M,2025-08-22,11.88,11.90,NOK zayıf; uzun vadeli EUR/NOK yükseliş trendi sürecek diyor,11.90,0 pip (0.00%),✅
2025-07-22,Danske Bank,Kristoffer Kjær Lomholt,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/NOK,+3M,2025-10-22,11.88,12.00,NOK zayıf; uzun vadeli EUR/NOK yükseliş trendi sürecek diyor,11.71,-2900 pip (-2.42%),❌
2025-07-22,Danske Bank,Kristoffer Kjær Lomholt,PDF,FX Forecast Update - USD Rebound is Temporary,EUR/NOK,+6M,2026-01-22,11.88,12.20,NOK zayıf; uzun vadeli EUR/NOK yükseliş trendi sürecek diyor,11.73,-4700 pip (-3.85%),❌
